"x","y","inside"
0.457588243763894,0.489831577986479,TRUE
-0.0643298826180398,-0.916938850656152,TRUE
-0.84988977201283,-0.753546809311956,FALSE
-0.920845412183553,-0.980944512411952,FALSE
0.961578800808638,0.66546679334715,FALSE
0.151823266874999,0.600211921613663,TRUE
0.521613737568259,0.734193988610059,TRUE
-0.346428450662643,0.2347227986902,TRUE
0.4814169164747,0.296382372267544,TRUE
0.147723999340087,-0.112109288107604,TRUE
0.53403279883787,-0.867039195727557,FALSE
-0.158797002397478,0.225612060166895,TRUE
-0.35864873137325,-0.289599695708603,TRUE
-0.24177434714511,0.70088736154139,TRUE
0.449583652894944,-0.509871349204332,TRUE
0.874750250484794,0.414592304266989,TRUE
-0.392431949265301,0.933990933001041,FALSE
-0.571290194988251,0.294265830889344,TRUE
-0.148080850485712,0.978715371340513,TRUE
-0.637730884831399,0.184923715889454,TRUE
0.377316798549145,-0.799291038420051,TRUE
-0.0758977346122265,-0.384776539169252,TRUE
0.733464696910232,-0.0550811691209674,TRUE
0.287870827596635,0.663740596268326,TRUE
-0.672950161155313,-0.44227938214317,TRUE
0.421633875928819,0.0513068828731775,TRUE
0.420691919513047,0.744768555276096,TRUE
-0.0507219331339002,-0.952570563182235,TRUE
0.937656396534294,-0.515215157065541,FALSE
0.0276518142782152,0.36641581216827,TRUE
0.801166167017072,-0.0634686318226159,TRUE
0.195782541297376,0.987037737388164,FALSE
0.930427109822631,0.163022382184863,TRUE
-0.485080345533788,0.0388321126811206,TRUE
-0.822902284096926,-0.51663341652602,TRUE
-0.0678606810979545,0.264590077102184,TRUE
0.44278017571196,0.803004043642431,TRUE
0.82330050226301,0.696229937020689,FALSE
0.344262822065502,0.469892342574894,TRUE
-0.224162441678345,-0.673595351167023,TRUE
-0.770282629877329,-0.320950039662421,TRUE
0.873503947630525,0.745516974013299,FALSE
0.859461763408035,0.261677221395075,TRUE
-0.890670064371079,0.766761099919677,FALSE
0.475504830945283,-0.996559031307697,FALSE
-0.0175140122883022,0.321916555054486,TRUE
0.365020412486047,0.687879796605557,TRUE
0.559558797162026,0.281265378929675,TRUE
-0.565475807990879,0.0916349911130965,TRUE
-0.124053427483886,0.1247324552387,TRUE
-0.949666145723313,0.989271247759461,FALSE
-0.897391987964511,0.876623144373298,FALSE
0.82781890919432,0.0228587868623435,TRUE
0.451870681717992,0.322511612437665,TRUE
0.927427995018661,0.116744819562882,TRUE
-0.0205571237020195,0.188642781227827,TRUE
-0.588109865318984,0.0499666724354029,TRUE
0.513549878727645,-0.1364741390571,TRUE
0.807662358041853,0.024201997090131,TRUE
0.534217772074044,-0.181758088525385,TRUE
-0.67128422530368,-0.671755413059145,TRUE
0.368421389255673,-0.691769982688129,TRUE
0.231908496469259,0.0155767370015383,TRUE
0.515547701623291,-0.910093522164971,FALSE
-0.316970773041248,-0.97972353361547,FALSE
0.384423205628991,0.0442754467949271,TRUE
0.256263724993914,0.563776135910302,TRUE
-0.208492087665945,-0.933826123829931,TRUE
-0.714653796516359,-0.16987104061991,TRUE
0.46841697441414,-0.332018293440342,TRUE
0.653509179130197,-0.13914681551978,TRUE
-0.952173915226012,-0.787166498601437,FALSE
0.72106853639707,-0.17349045118317,TRUE
0.0780137907713652,-0.604562800377607,TRUE
-0.567101411055773,0.856580306310207,FALSE
0.797223165631294,0.441192032769322,TRUE
0.0417006225325167,-0.618437746074051,TRUE
0.214705132413656,0.999533220659941,FALSE
0.161116294097155,-0.646154447458684,TRUE
-0.308292518369853,0.623755145352334,TRUE
-0.782747936900705,-0.738935177214444,FALSE
-0.000463157426565886,-0.0728070163168013,TRUE
0.0466623296961188,-0.871876745484769,TRUE
-0.934709189925343,-0.0772757446393371,TRUE
-0.0996043877676129,-0.582437731325626,TRUE
